20230101,1234,454076583431122,10000
20230110,8847,454076583431122,23400
20230110,43984,400422232134892,870000
20230118,3434,400422232134892,6543
20230121,34341,450499222313487,100000
20230203,2456,454076583431122,333000
20230208,3434,454076583431122,400
20230216,867,450499222313487,1000
20230308,111,454076583431122,30000
20230319,3434,450499222313487,13200
20230324,664,454076583431122,800000
20230412,22222,454076583431122,23430
20230422,33333,400422232134892,30000
20230424,4444,400422232134892,70000
20230428,5555,450499222313487,341190
