00020,01,36211435,55565
00003,01,33433101,92228
00004,01,41687433,47334
00018,01,31551080,82604
00017,01,20198778,53054
00008,01,21914570,14660
00011,01,22832631,124775
00002,01,32973453,90170
00006,01,37929204,50125
00019,01,37139259,62820
00021,01,37603491,131924
00012,01,22389054,78149
00013,01,32710664,51431
00024,01,23002587,38716
00029,01,40121833,88828
00031,01,24218655,89828
00022,01,31099036,37097
00023,01,20019242,37373
00016,01,31473500,65612
00028,01,27510614,13519
00007,01,41652171,92070
00026,01,20256402,68811
00005,01,20106910,10807
